,Unnamed: 0,frame_id,img_timestamp,identified_person,identification_confidence,face_id,age_low,age_high,smile,eyeglasses,sunglasses,gender,beard,mustache,eyesopen,mouthopen,confused,calm,happy,disgusted,angry,fear,sad,surprised,emotions,emotion0,cum_emotions,cum0_emotions,min_timestamp,min_upgrade,main_emotion,mainE_confidence,average_e,average_e0
0,9,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00003.png,17,p1,99.99960327148442,3,12,22,False,True,False,Female,False,False,True,False,0.644284188747406,94.36502075195308,2.7633910179138197,0.12433063238859199,0.141955643892288,0.257360130548477,1.1333812475204499,0.570281505584717,4.097754724323754,2.83564931899309,4.097754724323754,2.83564931899309,0.2833333333333333,0.17,calm,94.36502075195308,23.067226253449917,25.357302052279305
1,12,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00004.png,32,p1,99.9979019165039,3,12,22,False,True,False,Female,False,False,True,False,1.70447683334351,90.2538604736328,1.4891574382782,0.209378823637962,0.45608714222908003,0.46690535545349104,3.6180729866027797,1.80205893516541,5.918426200747489,1.1790596097707893,10.016180925071243,4.014708928763879,0.5333333333333333,0.32,calm,90.2538604736328,30.291356561084587,35.1168764407436
2,15,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00005.png,47,p1,99.9973983764648,3,12,22,False,True,False,Female,False,False,True,False,0.29201745986938504,97.0504684448242,0.73787260055542,0.0957926735281944,0.129996553063393,0.270192831754684,1.2432539463043202,0.180405080318451,2.1739108785986887,0.011444799602032457,12.190091803669931,4.0261537283659115,0.7833333333333333,0.47,calm,97.0504684448242,30.262998158733037,37.31745325028897
3,18,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00006.png,62,p1,99.9973983764648,3,12,22,False,True,False,Female,False,False,True,False,1.08376038074493,78.5607070922852,1.2686281204223602,0.152701109647751,0.29202526807784995,10.2276105880737,0.761305391788483,7.65326261520386,18.96637049317357,19.027229934930766,31.1564622968435,23.053383663296678,1.0333333333333334,1.02,calm,78.5607070922852,39.36868193497258,42.29135992874702
4,21,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00007.png,77,p1,99.9994964599609,3,11,21,False,True,False,Female,False,False,True,False,3.76557326316833,80.1314926147461,8.90963935852051,1.0390077829361,0.750346302986145,0.5210894346237179,3.74722075462341,1.13563990592957,10.259354710578924,8.795367121696474,41.415817007422426,31.84875078499315,1.2833333333333334,1.17,calm,80.1314926147461,56.16250208020208,59.75600853562356
5,24,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00008.png,92,p1,99.9994964599609,3,13,23,False,True,False,Female,False,False,True,False,0.809459924697876,90.18572998046879,4.33674001693726,0.328175842761993,0.37175598740577703,1.1272120475769,2.3947765827179,0.44614359736442605,7.538992464542393,3.624847173690792,48.95480947196482,35.47359795868394,1.5333333333333334,1.32,calm,90.18572998046879,78.44933882355689,84.13246616721155
6,27,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00009.png,107,p1,99.9994964599609,3,13,23,False,True,False,Female,False,False,True,False,1.16960167884827,95.8928375244141,0.8224025368690491,0.0799775496125221,0.192083194851875,0.11198174953460699,1.1275315284729,0.6035770773887629,1.6079968586564017,1.3079707697033918,50.56280633062122,36.78156872838733,1.7833333333333334,1.47,calm,95.8928375244141,138.61375181128577,144.96177821606398
7,30,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00010.png,122,p1,99.9994964599609,3,12,22,False,True,False,Female,False,False,True,False,0.590840458869934,89.3897323608398,0.6190177798271179,0.0647750124335289,0.13138967752456698,1.0421785116195699,0.35695821046829207,7.805114269256589,9.299042977392673,9.504028119146822,59.861849308013895,46.28559684753415,2.033333333333333,2.02,calm,89.3897323608398,160.0469844291607,178.81156933804354
8,33,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00011.png,137,p1,99.99960327148442,3,12,22,False,True,False,Female,False,False,True,False,0.901846706867218,94.0179214477539,0.457907289266586,0.0579390488564968,0.185643807053566,0.12893229722976698,3.72707796096802,0.5227338671684271,4.062509465962651,-1.9592406563460845,63.92435877397654,44.32635619118807,2.283333333333333,2.17,calm,94.0179214477539,146.3037865174313,218.38284603878856
9,36,/Users/coolseyun/desktop/thesisvideo/videos/fullVideo/videoFaceAnalysis_temp_pilotTeam2VeroRound2/00012.png,152,p1,99.9994964599609,3,12,22,False,True,False,Female,False,False,True,False,1.20143187046051,94.5581283569336,0.661362171173096,0.0814426615834236,0.237998202443123,0.33033719658851596,2.4432592391967796,0.48603522777557395,2.8761175051331542,-0.08353363722563012,66.8004762791097,44.24282255396244,2.533333333333333,2.32,calm,94.5581283569336,125.08782327827062,242.05297203330943
